Element,Node,Fx[N],My[N.m],Mz[N.m]
3429,3672,-1.05E+02,8.18E+03,0.352489
3430,3672,-1.25E+02,-8.16E+03,0.351984
3430,3673,-1.25E+02,-9.61E+03,-0.103555
3431,3673,-1.23E+02,-9.93E+03,-0.103564
3431,3674,-1.23E+02,-8.58E+03,0.36625
3432,3674,-9.27E+01,7.33E+03,0.366778
3432,3671,-9.27E+01,1.11E+04,-0.625181
3433,3639,-4.21E+02,-2.52E+04,3.28E-03
3433,3679,-4.21E+02,-2.41E+04,-0.0167342
3434,3679,-3.36E+02,-1.69E+04,-0.0167455
3434,3680,-3.36E+02,-1.52E+04,-2.25E-03
3435,3680,-2.60E+02,-4.84E+03,-2.26E-03
3435,3681,-2.60E+02,-2.54E+03,-0.153073
3436,3681,-1.84E+02,1.21E+04,-0.153181
3436,3671,-1.84E+02,1.54E+04,0.320447
3453,3543,-1.04E+02,7.04E+03,-4.22E-13
3453,3696,-1.04E+02,5.36E+03,8.33E-14
3454,3696,-1.29E+02,-4.37E+03,8.28E-14
3454,3697,-1.29E+02,-5.54E+03,5.36E-14
3455,3697,-1.29E+02,-5.75E+03,5.35E-14
3455,3698,-1.29E+02,-4.65E+03,5.27E-15
3456,3698,-104.784,4.50E+03,5.33E-15
3456,3695,-1.05E+02,6.07E+03,-3.46E-14
3457,3.67E+03,-5.13E+02,1.84E+04,0.33356
3457,3.70E+03,-5.13E+02,1.52E+04,-0.156426
3458,3703,-4.56E+02,1.15E+03,-0.1563
3458,3704,-4.56E+02,-993.67,-1.65E-03
3459,3704,-4.25E+02,-1.05E+04,-1.62E-03
3459,3705,-4.25E+02,-1.21E+04,-0.0142042
3460,3705,-4.09E+02,-1.84E+04,-0.0141739
3460,3695,-4.09E+02,-1.94E+04,-0.0140556
3477,3567,-1.05E+02,1.19E+04,0.598453
3477,3720,-1.05E+02,8.18E+03,-0.352489
3478,3720,-1.25E+02,-8.16E+03,-0.351984
3478,3721,-1.25E+02,-9.61E+03,0.103555
3479,3721,-1.23E+02,-9.93E+03,0.103564
3479,3722,-1.23E+02,-8.58E+03,-0.36625
3480,3722,-9.27E+01,7.33E+03,-0.366778
3480,3719,-9.27E+01,1.11E+04,0.625181
3481,3695,-4.09E+02,-1.94E+04,-0.0140556
3481,3727,-4.09E+02,-1.84E+04,-0.0141739
3482,3727,-4.25E+02,-1.21E+04,-0.0142042
3482,3728,-4.25E+02,-1.05E+04,-1.62E-03
3483,3728,-4.56E+02,-9.94E+02,-1.65E-03
3483,3729,-4.56E+02,1.15E+03,-0.1563
3484,3.73E+03,-5.13E+02,1.52E+04,-0.156426
3484,3.72E+03,-5.13E+02,1.84E+04,0.33356
3501,3591,-7.48E+01,6.32E+03,0.589798
3501,3744,-7.48E+01,4.78E+03,-0.186067
3502,3744,-1.50E+02,-3.93E+03,-0.185239
3502,3745,-1.50E+02,-4.98E+03,-0.228517
3503,3745,-1.51E+02,-5.17E+03,-0.228519
3503,3746,-1.51E+02,-4.19E+03,-0.184109
3504,3746,-76.6448,3.93E+03,-0.184942
3504,3743,-7.66E+01,5.35E+03,0.595282
3505,3719,-1.84E+02,1.54E+04,0.320447
3505,3751,-183.504,1.21E+04,-0.153181
3506,3751,-2.60E+02,-2.54E+03,-0.153073
3506,3752,-2.60E+02,-4.84E+03,-2.26E-03
3507,3752,-3.36E+02,-1.52E+04,-2.25E-03
3507,3753,-3.36E+02,-1.69E+04,-0.0167455
3508,3753,-4.21E+02,-2.41E+04,-0.0167342
3508,3743,-4.21E+02,-2.52E+04,3.28E-03
3525,3615,-2.63E+02,7.47E+03,4.38899
3525,3768,-2.63E+02,4.24E+03,-2.69412
3526,3768,4.82E+01,-4.29E+03,-2.69239
3526,3769,4.82E+01,-5.98E+03,0.997342
3527,3769,5.13E+01,-6.05E+03,0.997363
3527,3770,5.13E+01,-4.36E+03,-2.73993
3528,3770,-2.56E+02,4.19E+03,-2.74167
3528,3767,-2.56E+02,7.51E+03,4.43105
3529,3.74E+03,-5.39E+02,-2.64E+04,-0.0278404
3529,3.78E+03,-5.39E+02,-2.58E+04,-0.0106642
3530,3.78E+03,-7.11E+02,-2.12E+04,-0.0106934
3530,3.78E+03,-7.11E+02,-2.00E+04,-2.03E-03
3531,3.78E+03,-9.56E+02,-1.26E+04,-2.04E-03
3531,3.78E+03,-9.56E+02,-1.09E+04,-0.112155
3532,3.78E+03,-1.31E+03,749.381,-0.112241
3532,3.77E+03,-1.31E+03,3.45E+03,0.126327
3549,3639,-77.1572,3.70E+03,-0.626393
3549,3792,-7.72E+01,1.77E+03,0.189727
3550,3792,-1.45E+02,-9.69E+03,0.18884
3550,3793,-1.45E+02,-1.12E+04,0.220926
3551,3793,-1.17E+02,-1.46E+04,0.220849
3551,3794,-1.17E+02,-1.42E+04,0.22989
3552,3794,-1.03E+01,-7.19E+03,0.230712
3552,3791,-1.03E+01,-5.46E+03,-0.617594
3553,3.80E+03,-1.09E+03,3.20E+03,-3.85436
3553,3.80E+03,-1.09E+03,1.23E+03,1.94261
3554,3.80E+03,-8.02E+02,-4.28E+03,1.94171
3554,3.80E+03,-8.02E+02,-5.74E+03,-0.241149
3555,3.80E+03,-6.02E+02,-9.78E+03,-0.241143
3555,3.80E+03,-6.02E+02,-1.08E+04,0.160228
3556,3802,-4.60E+02,-1.35E+04,0.160023
3556,3791,-4.60E+02,-1.41E+04,0.498632
3557,3647,-2.89E+02,6.47E+03,-4.55714
3557,3807,-288.636,2.27E+03,2.73602
3558,3807,3.92E+01,-8.56E+03,2.73418
3558,3808,3.92E+01,-1.10E+04,-0.865672
3559,3808,1.36E+01,-1.30E+04,-0.865469
3559,3809,1.36E+01,-1.24E+04,2.28353
3560,3809,-3.78E+02,-5.13E+03,2.28523
3560,3799,-377.639,-2.16E+03,-3.85422
3577,3671,-1.28E+02,9.54E+03,-0.638253
3577,3824,-128.455,5.17E+03,0.364429
3578,3824,-1.51E+02,-1.39E+04,0.363875
3578,3825,-1.51E+02,-1.56E+04,-0.0774954
3579,3825,-1.94E+02,-1.92E+04,-0.0774193
3579,3826,-1.94E+02,-1.87E+04,0.258585
3580,3826,-5.05E+02,-7.63E+03,0.258985
3580,3823,-5.05E+02,-4.48E+03,-0.415995
3581,3791,-3.66E+02,-1.38E+04,-0.11912
3581,3831,-3.66E+02,-1.27E+04,0.624737
3582,3831,-3.17E+02,-9.37E+03,0.624649
3582,3832,-3.17E+02,-7.81E+03,-0.134325
3583,3832,-3.14E+02,-3.08E+03,-0.134559
3583,3833,-3.14E+02,-1.08E+03,5.05946
3584,3833,-370.219,5.10E+03,5.06092
3584,3823,-3.70E+02,7.59E+03,-11.0032
3601,3695,-105.691,4.24E+03,-2.92E-13
3601,3848,-1.06E+02,2.08E+03,8.50E-14
3602,3848,-1.21E+02,-1.09E+04,8.50E-14
3602,3849,-1.21E+02,-1.26E+04,5.51E-14
3603,3849,-7.64E+01,-1.66E+04,5.50E-14
3603,3850,-7.64E+01,-1.62E+04,1.57E-13
3604,3850,2.40E+00,-8.26E+03,1.57E-13
3604,3847,2.40E+00,-6.32E+03,-9.64E-14
3605,3.82E+03,-5.85E+02,8.92E+03,-11.4191
3605,3.86E+03,-5.85E+02,6.60E+03,4.98568
3606,3855,-4.34E+02,692.948,4.98406
3606,3856,-4.34E+02,-1.13E+03,-0.138839
3607,3856,-3.52E+02,-5.61E+03,-0.138677
3607,3857,-3.52E+02,-7.01E+03,0.637587
3608,3857,-3.16E+02,-1.02E+04,0.63751
3608,3847,-3.16E+02,-1.11E+04,0.291537
3625,3719,-1.28E+02,9.54E+03,0.638253
3625,3872,-128.455,5.17E+03,-0.364429
3626,3872,-1.51E+02,-1.39E+04,-0.363875
3626,3873,-1.51E+02,-1.56E+04,0.0774954
3627,3873,-1.94E+02,-1.92E+04,0.0774193
3627,3874,-1.94E+02,-1.87E+04,-0.258585
3628,3874,-5.05E+02,-7.63E+03,-0.258985
3628,3871,-5.05E+02,-4.48E+03,0.415995
3629,3847,-3.16E+02,-1.11E+04,0.291537
3629,3879,-3.16E+02,-1.02E+04,0.63751
3630,3879,-3.52E+02,-7.01E+03,0.637587
3630,3880,-3.52E+02,-5.61E+03,-0.138677
3631,3880,-4.34E+02,-1.13E+03,-0.138839
3631,3881,-4.34E+02,692.948,4.98406
3632,3.88E+03,-5.85E+02,6.60E+03,4.98568
3632,3.87E+03,-5.85E+02,8.92E+03,-11.4191
3649,3743,-77.1572,3.70E+03,0.626393
3649,3896,-7.72E+01,1.77E+03,-0.189727
3650,3896,-1.45E+02,-9.69E+03,-0.18884
3650,3897,-1.45E+02,-1.12E+04,-0.220926
3651,3897,-1.17E+02,-1.46E+04,-0.220849
3651,3898,-1.17E+02,-1.42E+04,-0.22989
3652,3898,-1.03E+01,-7.19E+03,-0.230712
3652,3895,-1.03E+01,-5.46E+03,0.617594
3653,3871,-3.70E+02,7.59E+03,-11.0032
3653,3903,-370.219,5.10E+03,5.06092
3654,3903,-3.14E+02,-1.08E+03,5.05946
3654,3904,-3.14E+02,-3.08E+03,-0.134559
3655,3904,-3.17E+02,-7.81E+03,-0.134325
3655,3905,-3.17E+02,-9.37E+03,0.624649
3656,3905,-3.66E+02,-1.27E+04,0.624737
3656,3895,-3.66E+02,-1.38E+04,-0.11912
3673,3767,-2.89E+02,6.47E+03,4.55714
3673,3920,-288.636,2.27E+03,-2.73602
3674,3920,3.92E+01,-8.56E+03,-2.73418
3674,3921,3.92E+01,-1.10E+04,0.865672
3675,3921,1.36E+01,-1.30E+04,0.865469
3675,3922,1.36E+01,-1.24E+04,-2.28353
3676,3922,-3.78E+02,-5.13E+03,-2.28523
3676,3919,-377.639,-2.16E+03,3.85422
3677,3895,-4.60E+02,-1.41E+04,0.498632
3677,3927,-4.60E+02,-1.35E+04,0.160023
3678,3.93E+03,-6.02E+02,-1.08E+04,0.160228
3678,3.93E+03,-6.02E+02,-9.78E+03,-0.241143
3679,3.93E+03,-8.02E+02,-5.74E+03,-0.241149
3679,3.93E+03,-8.02E+02,-4.28E+03,1.94171
3680,3.93E+03,-1.09E+03,1.23E+03,1.94261
3680,3.92E+03,-1.09E+03,3.20E+03,-3.85436
3697,3.94E+03,-1.18E+05,0.00E+00,-1.42E-13
3697,3.94E+03,-1.18E+05,-445.027,301.958
3698,3.94E+03,-1.18E+05,-445.027,301.958
3698,3.95E+03,-1.18E+05,-8.90E+02,603.916
3699,3.95E+03,-1.18E+05,-8.90E+02,603.916
3699,3.95E+03,-1.18E+05,-1.34E+03,905.874
3700,3.95E+03,-1.18E+05,-1.34E+03,905.874
3700,1.00E+00,-1.18E+05,-1.78E+03,1.21E+03
3701,3.95E+03,-2.56E+05,-1.78E-15,4.83E-13
3701,3.95E+03,-2.56E+05,9.81E+00,484.071
3702,3.95E+03,-2.56E+05,9.81E+00,484.071
3702,3.95E+03,-2.56E+05,1.96E+01,968.142
3703,3.95E+03,-2.56E+05,1.96E+01,968.142
3703,3.95E+03,-2.56E+05,2.94E+01,1.45E+03
3704,3.95E+03,-2.56E+05,2.94E+01,1.45E+03
3704,4.20E+01,-2.56E+05,3.93E+01,1.94E+03
3705,3.96E+03,-2.56E+05,4.44E-15,-7.11E-13
3705,3.96E+03,-2.56E+05,-9.81E+00,484.071
3706,3.96E+03,-2.56E+05,-9.81E+00,484.071
3706,3.96E+03,-2.56E+05,-1.96E+01,968.142
3707,3.96E+03,-2.56E+05,-1.96E+01,968.142
3707,3.96E+03,-2.56E+05,-2.94E+01,1.45E+03
3708,3.96E+03,-2.56E+05,-2.94E+01,1.45E+03
3708,1.06E+02,-2.56E+05,-3.93E+01,1.94E+03
3709,3.97E+03,-1.18E+05,-2.27E-13,-5.40E-13
3709,3.97E+03,-1.18E+05,445.027,301.958
3710,3.97E+03,-1.18E+05,445.027,301.958
3710,3.97E+03,-1.18E+05,8.90E+02,603.916
3711,3.97E+03,-1.18E+05,8.90E+02,603.916
3711,3.97E+03,-1.18E+05,1.34E+03,905.874
3712,3.97E+03,-1.18E+05,1.34E+03,905.874
3712,1.70E+02,-1.18E+05,1.78E+03,1.21E+03
3713,3.98E+03,-2.85E+05,6.82E-13,7.11E-14
3713,3.98E+03,-2.85E+05,-908.811,-51.3051
3714,3.98E+03,-2.85E+05,-908.811,-51.3051
3714,3.98E+03,-2.85E+05,-1.82E+03,-102.61
3715,3.98E+03,-2.85E+05,-1.82E+03,-102.61
3715,3.98E+03,-2.85E+05,-2.73E+03,-153.915
3716,3.98E+03,-2.85E+05,-2.73E+03,-153.915
3716,1.80E+01,-2.85E+05,-3.64E+03,-205.22
3717,3.98E+03,-6.38E+05,-1.07E-13,3.13E-13
3717,3.98E+03,-6.38E+05,70.1812,-121.609
3718,3.98E+03,-6.38E+05,70.1812,-121.609
3718,3.99E+03,-6.38E+05,140.362,-243.217
3719,3.99E+03,-6.38E+05,140.362,-243.217
3719,3.99E+03,-6.38E+05,210.544,-364.826
3720,3.99E+03,-6.38E+05,210.544,-364.826
3720,5.00E+01,-6.38E+05,2.81E+02,-486.435
3721,3.99E+03,-6.38E+05,0.00E+00,2.06E-13
3721,3.99E+03,-6.38E+05,-70.1812,-121.609
3722,3.99E+03,-6.38E+05,-70.1812,-121.609
3722,3.99E+03,-6.38E+05,-140.362,-243.217
3723,3.99E+03,-6.38E+05,-140.362,-243.217
3723,3.99E+03,-6.38E+05,-210.544,-364.826
3724,3.99E+03,-6.38E+05,-210.544,-364.826
3724,1.14E+02,-6.38E+05,-2.81E+02,-486.435
3725,4.00E+03,-2.85E+05,-8.53E-13,1.07E-13
3725,4.00E+03,-2.85E+05,908.811,-51.3051
3726,4.00E+03,-2.85E+05,908.811,-51.3051
3726,4.00E+03,-2.85E+05,1.82E+03,-102.61
3727,4.00E+03,-2.85E+05,1.82E+03,-102.61
3727,4.00E+03,-2.85E+05,2.73E+03,-153.915
3728,4.00E+03,-2.85E+05,2.73E+03,-153.915
3728,1.78E+02,-2.85E+05,3.64E+03,-205.22
3729,4.01E+03,-2.64E+05,2.84E-13,-3.07E-26
3729,4.01E+03,-2.64E+05,-839.786,2.86E-11
3730,4.01E+03,-2.64E+05,-839.786,2.86E-11
3730,4.01E+03,-2.64E+05,-1.68E+03,5.73E-11
3731,4.01E+03,-2.64E+05,-1.68E+03,5.73E-11
3731,4.01E+03,-2.64E+05,-2.52E+03,8.59E-11
3732,4.01E+03,-2.64E+05,-2.52E+03,8.59E-11
3732,2.10E+02,-2.64E+05,-3.36E+03,1.15E-10
3733,4.02E+03,-5.99E+05,-1.42E-14,2.78E-25
3733,4.02E+03,-5.99E+05,76.6659,-8.37E-11
3734,4.02E+03,-5.99E+05,76.6659,-8.37E-11
3734,4.02E+03,-5.99E+05,153.332,-1.67E-10
3735,4.02E+03,-5.99E+05,153.332,-1.67E-10
3735,4.02E+03,-5.99E+05,229.998,-2.51E-10
3736,4.02E+03,-5.99E+05,229.998,-2.51E-10
3736,2.34E+02,-5.99E+05,306.664,-3.35E-10
3737,4.02E+03,-5.99E+05,0.00E+00,7.75E-26
3737,4.02E+03,-5.99E+05,-76.6659,-1.70E-10
3738,4.02E+03,-5.99E+05,-76.6659,-1.70E-10
3738,4.03E+03,-5.99E+05,-153.332,-3.41E-10
3739,4.03E+03,-5.99E+05,-153.332,-3.41E-10
3739,4.03E+03,-5.99E+05,-229.998,-5.11E-10
3740,4.03E+03,-5.99E+05,-229.998,-5.11E-10
3740,2.82E+02,-5.99E+05,-306.664,-6.82E-10
3741,4.03E+03,-2.64E+05,-5.68E-14,9.69E-27
3741,4.03E+03,-2.64E+05,839.786,-1.18E-11
3742,4.03E+03,-2.64E+05,839.786,-1.18E-11
3742,4.03E+03,-2.64E+05,1.68E+03,-2.36E-11
3743,4.03E+03,-2.64E+05,1.68E+03,-2.36E-11
3743,4.03E+03,-2.64E+05,2.52E+03,-3.54E-11
3744,4.03E+03,-2.64E+05,2.52E+03,-3.54E-11
3744,3.30E+02,-2.64E+05,3.36E+03,-4.72E-11
3745,4.04E+03,-2.85E+05,1.14E-12,-4.62E-14
3745,4.04E+03,-2.85E+05,-908.811,51.3051
3746,4.04E+03,-2.85E+05,-908.811,51.3051
3746,4.04E+03,-2.85E+05,-1.82E+03,102.61
3747,4.04E+03,-2.85E+05,-1.82E+03,102.61
3747,4.04E+03,-2.85E+05,-2.73E+03,153.915
3748,4.04E+03,-2.85E+05,-2.73E+03,153.915
3748,3.62E+02,-2.85E+05,-3.64E+03,205.22
3749,4.05E+03,-6.38E+05,-1.42E-14,-1.42E-14
3749,4.05E+03,-6.38E+05,70.1812,121.609
3750,4.05E+03,-6.38E+05,70.1812,121.609
3750,4.05E+03,-6.38E+05,140.362,243.217
3751,4.05E+03,-6.38E+05,140.362,243.217
3751,4.05E+03,-6.38E+05,2.11E+02,364.826
3752,4.05E+03,-6.38E+05,2.11E+02,364.826
3752,3.86E+02,-6.38E+05,2.81E+02,486.435
3753,4.06E+03,-6.38E+05,-5.68E-14,-2.77E-13
3753,4.06E+03,-6.38E+05,-70.1812,121.609
3754,4.06E+03,-6.38E+05,-70.1812,121.609
3754,4.06E+03,-6.38E+05,-1.40E+02,243.217
3755,4.06E+03,-6.38E+05,-1.40E+02,243.217
3755,4.06E+03,-6.38E+05,-2.11E+02,364.826
3756,4.06E+03,-6.38E+05,-2.11E+02,364.826
3756,4.34E+02,-6.38E+05,-2.81E+02,486.435
3757,4.06E+03,-2.85E+05,-7.39E-13,-5.33E-14
3757,4.06E+03,-2.85E+05,908.811,51.3051
3758,4.06E+03,-2.85E+05,908.811,51.3051
3758,4.07E+03,-2.85E+05,1.82E+03,102.61
3759,4.07E+03,-2.85E+05,1.82E+03,102.61
3759,4.07E+03,-2.85E+05,2.73E+03,153.915
3760,4.07E+03,-2.85E+05,2.73E+03,153.915
3760,4.82E+02,-2.85E+05,3.64E+03,205.22
3761,4.07E+03,-1.18E+05,2.56E-13,6.82E-13
3761,4.07E+03,-1.18E+05,-445.027,-301.958
3762,4.07E+03,-1.18E+05,-445.027,-301.958
3762,4.07E+03,-1.18E+05,-8.90E+02,-603.916
3763,4.07E+03,-1.18E+05,-8.90E+02,-603.916
3763,4.07E+03,-1.18E+05,-1.34E+03,-905.874
3764,4.07E+03,-1.18E+05,-1.34E+03,-905.874
3764,5.14E+02,-1.18E+05,-1.78E+03,-1.21E+03
3765,4.08E+03,-2.56E+05,-4.44E-15,-2.27E-13
3765,4.08E+03,-2.56E+05,9.81E+00,-484.071
3766,4.08E+03,-2.56E+05,9.81E+00,-484.071
3766,4.08E+03,-2.56E+05,1.96E+01,-968.142
3767,4.08E+03,-2.56E+05,1.96E+01,-968.142
3767,4.08E+03,-2.56E+05,2.94E+01,-1.45E+03
3768,4.08E+03,-2.56E+05,2.94E+01,-1.45E+03
3768,5.38E+02,-2.56E+05,3.93E+01,-1.94E+03
3769,4.09E+03,-2.56E+05,9.77E-15,-2.27E-13
3769,4.09E+03,-2.56E+05,-9.81E+00,-484.071
3770,4.09E+03,-2.56E+05,-9.81E+00,-484.071
3770,4.09E+03,-2.56E+05,-1.96E+01,-968.142
3771,4.09E+03,-2.56E+05,-1.96E+01,-968.142
3771,4.09E+03,-2.56E+05,-2.94E+01,-1.45E+03
3772,4.09E+03,-2.56E+05,-2.94E+01,-1.45E+03
3772,5.86E+02,-2.56E+05,-3.93E+01,-1.94E+03
3773,4.10E+03,-1.18E+05,-5.68E-14,2.84E-13
3773,4.10E+03,-1.18E+05,4.45E+02,-301.958
3774,4.10E+03,-1.18E+05,4.45E+02,-301.958
3774,4.10E+03,-1.18E+05,8.90E+02,-603.916
3775,4.10E+03,-1.18E+05,8.90E+02,-603.916
3775,4.10E+03,-1.18E+05,1.34E+03,-905.874
3776,4.10E+03,-1.18E+05,1.34E+03,-905.874
3776,6.34E+02,-1.18E+05,1.78E+03,-1.21E+03
3777,1.00E+00,-1.00E+05,4.30E+03,-3.02E+03
3777,4.10E+03,-1.00E+05,2.13E+03,-1.50E+03
3778,4.10E+03,-1.00E+05,2.13E+03,-1.50E+03
3778,4.10E+03,-1.00E+05,-49.7915,9.36941
3779,4.10E+03,-1.00E+05,-49.7915,9.36941
3779,4.11E+03,-1.00E+05,-2.23E+03,1.52E+03
3780,4.11E+03,-1.00E+05,-2.23E+03,1.52E+03
3780,6.58E+02,-1.00E+05,-4.40E+03,3.03E+03
3781,4.20E+01,-2.14E+05,9.78E+01,-4.87E+03
3781,4.11E+03,-2.14E+05,-4.10E+00,-2.42E+03
3782,4.11E+03,-2.14E+05,-4.10E+00,-2.42E+03
3782,4.11E+03,-2.14E+05,-106.044,31.5826
3783,4.11E+03,-2.14E+05,-106.044,31.5826
3783,4.11E+03,-2.14E+05,-2.08E+02,2.48E+03
3784,4.11E+03,-2.14E+05,-2.08E+02,2.48E+03
3784,6.99E+02,-2.14E+05,-3.10E+02,4.93E+03
3785,1.06E+02,-2.14E+05,-9.78E+01,-4.87E+03
3785,4.12E+03,-2.14E+05,4.10E+00,-2.42E+03
3786,4.12E+03,-2.14E+05,4.10E+00,-2.42E+03
3786,4.12E+03,-2.14E+05,106.044,31.5826
3787,4.12E+03,-2.14E+05,106.044,31.5826
3787,4.12E+03,-2.14E+05,2.08E+02,2.48E+03
3788,4.12E+03,-2.14E+05,2.08E+02,2.48E+03
3788,7.63E+02,-2.14E+05,3.10E+02,4.93E+03
3789,1.70E+02,-1.00E+05,-4.30E+03,-3.02E+03
3789,4.12E+03,-1.00E+05,-2.13E+03,-1.50E+03
3790,4.12E+03,-1.00E+05,-2.13E+03,-1.50E+03
3790,4.13E+03,-1.00E+05,49.7915,9.36941
3791,4.13E+03,-1.00E+05,49.7915,9.36941
3791,4.13E+03,-1.00E+05,2.23E+03,1.52E+03
3792,4.13E+03,-1.00E+05,2.23E+03,1.52E+03
3792,8.27E+02,-1.00E+05,4.40E+03,3.03E+03
3793,1.80E+01,-2.39E+05,8.77E+03,458.148
3793,4.13E+03,-2.39E+05,4.34E+03,242.288
3794,4.13E+03,-2.39E+05,4.34E+03,242.288
3794,4.13E+03,-2.39E+05,-88.8591,26.4286
3795,4.13E+03,-2.39E+05,-88.8591,26.4286
3795,4.13E+03,-2.39E+05,-4.52E+03,-189.431
3796,4.13E+03,-2.39E+05,-4.52E+03,-189.431
3796,6.75E+02,-2.39E+05,-8.95E+03,-405.29
3797,5.00E+01,-5.26E+05,-1.30E+02,1.07E+03
3797,4.14E+03,-5.26E+05,-2.17E+02,569.37
3798,4.14E+03,-5.26E+05,-2.17E+02,569.37
3798,4.14E+03,-5.26E+05,-302.668,68.8641
3799,4.14E+03,-5.26E+05,-302.668,68.8641
3799,4.14E+03,-5.26E+05,-3.89E+02,-431.641
3800,4.14E+03,-5.26E+05,-3.89E+02,-431.641
3800,7.07E+02,-5.26E+05,-4.75E+02,-932.147
3801,1.14E+02,-5.26E+05,1.30E+02,1.07E+03
3801,4.15E+03,-5.26E+05,2.17E+02,569.37
3802,4.15E+03,-5.26E+05,2.17E+02,569.37
3802,4.15E+03,-5.26E+05,302.668,68.8641
3803,4.15E+03,-5.26E+05,302.668,68.8641
3803,4.15E+03,-5.26E+05,3.89E+02,-431.641
3804,4.15E+03,-5.26E+05,3.89E+02,-431.641
3804,7.71E+02,-5.26E+05,4.75E+02,-932.147
3805,1.78E+02,-2.39E+05,-8.77E+03,458.148
3805,4.15E+03,-2.39E+05,-4.34E+03,242.288
3806,4.15E+03,-2.39E+05,-4.34E+03,242.288
3806,4.15E+03,-2.39E+05,88.8591,26.4286
3807,4.15E+03,-2.39E+05,88.8591,26.4286
3807,4.15E+03,-2.39E+05,4.52E+03,-189.431
3808,4.15E+03,-2.39E+05,4.52E+03,-189.431
3808,8.35E+02,-2.39E+05,8.95E+03,-405.29
3809,2.10E+02,-2.23E+05,8.18E+03,-4.19E-10
3809,4.16E+03,-2.23E+05,4.03E+03,-1.89E-10
3810,4.16E+03,-2.23E+05,4.03E+03,-1.89E-10
3810,4.16E+03,-2.23E+05,-123.189,4.01E-11
3811,4.16E+03,-2.23E+05,-123.189,4.01E-11
3811,4.16E+03,-2.23E+05,-4.27E+03,2.70E-10
3812,4.16E+03,-2.23E+05,-4.27E+03,2.70E-10
3812,8.67E+02,-2.23E+05,-8.42E+03,4.99E-10
3813,2.34E+02,-4.99E+05,-208.77,-4.74E-11
3813,4.17E+03,-4.99E+05,-250.139,1.72E-10
3814,4.17E+03,-4.99E+05,-250.139,1.72E-10
3814,4.17E+03,-4.99E+05,-291.508,3.91E-10
3815,4.17E+03,-4.99E+05,-291.508,3.91E-10
3815,4.17E+03,-4.99E+05,-332.878,6.10E-10
3816,4.17E+03,-4.99E+05,-332.878,6.10E-10
3816,8.91E+02,-4.99E+05,-374.247,8.29E-10
3817,2.82E+02,-4.99E+05,208.77,7.02E-10
3817,4.17E+03,-4.99E+05,250.139,5.73E-10
3818,4.17E+03,-4.99E+05,250.139,5.73E-10
3818,4.17E+03,-4.99E+05,291.508,4.44E-10
3819,4.17E+03,-4.99E+05,291.508,4.44E-10
3819,4.18E+03,-4.99E+05,332.878,3.14E-10
3820,4.18E+03,-4.99E+05,332.878,3.14E-10
3820,9.39E+02,-4.99E+05,374.247,1.85E-10
3821,3.30E+02,-2.23E+05,-8.18E+03,1.54E-11
3821,4.18E+03,-2.23E+05,-4.03E+03,1.77E-11
3822,4.18E+03,-2.23E+05,-4.03E+03,1.77E-11
3822,4.18E+03,-2.23E+05,123.189,2.01E-11
3823,4.18E+03,-2.23E+05,123.189,2.01E-11
3823,4.18E+03,-2.23E+05,4.27E+03,2.24E-11
3824,4.18E+03,-2.23E+05,4.27E+03,2.24E-11
3824,9.87E+02,-2.23E+05,8.42E+03,2.47E-11
3825,3.62E+02,-2.39E+05,8.77E+03,-458.148
3825,4.19E+03,-2.39E+05,4.34E+03,-242.288
3826,4.19E+03,-2.39E+05,4.34E+03,-242.288
3826,4.19E+03,-2.39E+05,-88.8591,-26.4286
3827,4.19E+03,-2.39E+05,-88.8591,-26.4286
3827,4.19E+03,-2.39E+05,-4.52E+03,189.431
3828,4.19E+03,-2.39E+05,-4.52E+03,189.431
3828,1.02E+03,-2.39E+05,-8.95E+03,405.29
3829,3.86E+02,-5.26E+05,-1.30E+02,-1.07E+03
3829,4.19E+03,-5.26E+05,-2.17E+02,-569.37
3830,4.19E+03,-5.26E+05,-2.17E+02,-569.37
3830,4.20E+03,-5.26E+05,-302.668,-68.8641
3831,4.20E+03,-5.26E+05,-302.668,-68.8641
3831,4.20E+03,-5.26E+05,-3.89E+02,431.641
3832,4.20E+03,-5.26E+05,-3.89E+02,431.641
3832,1.04E+03,-5.26E+05,-4.75E+02,932.147
3833,4.34E+02,-5.26E+05,1.30E+02,-1.07E+03
3833,4.20E+03,-5.26E+05,2.17E+02,-569.37
3834,4.20E+03,-5.26E+05,2.17E+02,-569.37
3834,4.20E+03,-5.26E+05,302.668,-68.8641
3835,4.20E+03,-5.26E+05,302.668,-68.8641
3835,4.20E+03,-5.26E+05,3.89E+02,431.641
3836,4.20E+03,-5.26E+05,3.89E+02,431.641
3836,1.09E+03,-5.26E+05,4.75E+02,932.147
3837,4.82E+02,-2.39E+05,-8.77E+03,-458.148
3837,4.21E+03,-2.39E+05,-4.34E+03,-242.288
3838,4.21E+03,-2.39E+05,-4.34E+03,-242.288
3838,4.21E+03,-2.39E+05,88.8591,-26.4286
3839,4.21E+03,-2.39E+05,88.8591,-26.4286
3839,4.21E+03,-2.39E+05,4.52E+03,189.431
3840,4.21E+03,-2.39E+05,4.52E+03,189.431
3840,1.14E+03,-2.39E+05,8.95E+03,405.29
3841,5.14E+02,-1.00E+05,4.30E+03,3.02E+03
3841,4.22E+03,-1.00E+05,2.13E+03,1.50E+03
