Element,Node,Fx[N],My[N.m],Mz[N.m]
2075,2231,8.56E+00,-5.61E+03,-2.02E-14
2075,2232,8.56E+00,-4.44E+03,-1.79E-14
2076,2232,4.35E+00,5.26E+03,-1.80E-14
2076,2229,4.35E+00,6.95E+03,3.81E-14
2077,2205,5.61E+01,1.82E+04,-1.54E-12
2077,2237,5.61E+01,1.50E+04,7.01E-13
2078,2237,4.66E+01,1.58E+03,7.01E-13
2078,2238,46.6127,-430.399,-3.70E-14
2079,2238,4.12E+01,-9.37E+03,-3.69E-14
2079,2239,4.12E+01,-1.09E+04,5.49E-14
2080,2239,3.86E+01,-1.69E+04,5.49E-14
2080,2229,3.86E+01,-1.77E+04,4.13E-14
2097,2085,1.08E+01,1.10E+04,-0.110425
2097,2254,1.08E+01,7.30E+03,0.0698608
2098,2254,7.84E+00,-8.46E+03,0.0697771
2098,2255,7.84E+00,-9.80E+03,-0.0275697
2099,2255,7.22E+00,-9.54E+03,-0.0275682
2099,2256,7.22E+00,-8.11E+03,0.0685932
2100,2256,5.69E+00,8.00E+03,0.0686779
2100,2253,5.69E+00,1.17E+04,-0.110493
2101,2229,3.86E+01,-1.77E+04,5.61E-15
2101,2261,3.86E+01,-1.69E+04,1.19E-14
2102,2261,4.12E+01,-1.09E+04,1.19E-14
2102,2262,4.12E+01,-9.37E+03,1.42E-14
2103,2262,46.6127,-4.30E+02,1.44E-14
2103,2263,4.66E+01,1.58E+03,-6.18E-14
2104,2263,5.61E+01,1.50E+04,-6.18E-14
2104,2253,5.61E+01,1.82E+04,1.53E-13
2121,2117,4.01E+00,5.65E+03,-0.0338824
2121,2278,4.01E+00,4.17E+03,0.0112881
2122,2278,6.76E+00,-4.32E+03,0.0112404
2122,2279,6.76E+00,-5.34E+03,0.0142891
2123,2279,7.13E+00,-5.20E+03,0.0142904
2123,2280,7.13E+00,-4.12E+03,0.0120561
2124,2280,4.83E+00,4.83E+03,0.0121115
2124,2277,4.83E+00,6.41E+03,-0.0398332
2125,2253,-9.70E+00,1.41E+04,1.59E-13
2125,2285,-9.70E+00,1.10E+04,-6.67E-14
2126,2285,1.13E+00,-2.52E+03,-6.66E-14
2126,2286,1.13E+00,-4.61E+03,8.10E-15
2127,2286,9.29E+00,-1.40E+04,5.02E-15
2127,2287,9.29E+00,-1.55E+04,-5.53E-15
2128,2287,1.64E+01,-2.19E+04,-5.53E-15
2128,2277,1.64E+01,-2.29E+04,-1.65E-15
2145,2149,1.55E+01,6.89E+03,-0.219672
2145,2302,1.55E+01,4.01E+03,0.128105
2146,2302,-1.72E+00,-4.18E+03,0.128016
2146,2303,-1.72E+00,-5.91E+03,-0.0462864
2147,2303,-2.07E+00,-5.82E+03,-0.0462902
2147,2304,-2.07E+00,-4.07E+03,0.137291
2148,2304,1.48E+01,4.20E+03,0.137382
2148,2301,1.48E+01,7.02E+03,-0.22788
2149,2277,2.41E+01,-2.35E+04,-7.90E-15
2149,2309,2.41E+01,-2.28E+04,-2.13E-15
2150,2309,3.38E+01,-1.76E+04,-3.36E-15
2150,2310,3.38E+01,-1.63E+04,-6.80E-16
2151,2310,4.69E+01,-8.16E+03,-6.80E-16
2151,2311,4.69E+01,-6.36E+03,-4.66E-14
2152,2311,6.48E+01,6.58E+03,-4.73E-14
2152,2301,6.48E+01,9.59E+03,4.95E-14
2169,2173,4.83E+00,6.41E+03,0.0398332
2169,2326,4.83E+00,4.83E+03,-0.0121115
2170,2326,7.13E+00,-4.12E+03,-0.0120561
2170,2327,7.13E+00,-5.20E+03,-0.0142904
2171,2327,6.76E+00,-5.34E+03,-0.0142891
2171,2328,6.76E+00,-4.32E+03,-0.0112404
2172,2328,4.01E+00,4.17E+03,-0.0112881
2172,2325,4.01E+00,5.65E+03,0.0338824
2173,2333,5.88E+01,9.97E+03,0.0277003
2173,2334,5.88E+01,6.90E+03,-0.0268574
2174,2334,4.24E+01,-6.46E+03,-0.0268426
2174,2335,4.24E+01,-8.36E+03,-1.97E-03
2175,2335,3.04E+01,-1.68E+04,-1.97E-03
2175,2336,3.04E+01,-1.81E+04,-4.77E-03
2176,2336,2.14E+01,-2.35E+04,-4.77E-03
2176,2325,2.14E+01,-2.43E+04,-6.83E-04
2177,2181,1.48E+01,7.02E+03,0.22788
2177,2341,1.48E+01,4.20E+03,-0.137382
2178,2341,-2.07E+00,-4.07E+03,-0.137291
2178,2342,-2.07E+00,-5.82E+03,0.0462902
2179,2342,-1.72E+00,-5.91E+03,0.0462864
2179,2343,-1.72E+00,-4.18E+03,-0.128016
2180,2343,1.55E+01,4.01E+03,-0.128105
2180,2333,1.55E+01,6.89E+03,0.219672
2197,2205,5.69E+00,1.17E+04,0.110493
2197,2358,5.69E+00,8.00E+03,-0.0686779
2198,2358,7.22E+00,-8.11E+03,-0.0685932
2198,2359,7.22E+00,-9.54E+03,0.0275682
2199,2359,7.84E+00,-9.80E+03,0.0275697
2199,2360,7.84E+00,-8.46E+03,-0.0697771
2200,2360,1.08E+01,7.30E+03,-0.0698608
2200,2357,1.08E+01,1.10E+04,0.110425
2201,2325,1.41E+01,-2.37E+04,-7.14E-03
2201,2365,1.41E+01,-2.27E+04,-5.05E-03
2202,2365,7.19E+00,-1.60E+04,-5.06E-03
2202,2366,7.19E+00,-1.44E+04,3.04E-03
2203,2366,-9.04E-01,-4.59E+03,3.05E-03
2203,2367,-9.04E-01,-2.40E+03,-0.0591008
2204,2367,-1.17E+01,1.16E+04,-0.0591369
2204,2357,-1.17E+01,1.47E+04,0.131995
2221,2229,4.35E+00,6.95E+03,7.02E-14
2221,2382,4.35E+00,5.26E+03,-5.36E-15
2222,2382,8.56E+00,-4.44E+03,-5.71E-15
2222,2383,8.56E+00,-5.61E+03,-8.72E-16
2223,2383,8.27E+00,-5.76E+03,2.71E-16
2223,2384,8.27E+00,-4.64E+03,4.97E-15
2224,2384,3.44E+00,4.62E+03,4.97E-15
2224,2381,3.44E+00,6.22E+03,4.12E-15
2225,2357,5.58E+01,1.90E+04,0.129564
2225,2389,5.58E+01,1.58E+04,-0.0584943
2226,2389,4.62E+01,1.73E+03,-0.0584612
2226,2390,4.62E+01,-4.17E+02,2.86E-03
2227,2390,4.08E+01,-9.89E+03,2.86E-03
2227,2391,4.08E+01,-1.15E+04,-5.71E-03
2228,2391,3.82E+01,-1.78E+04,-5.71E-03
2228,2381,3.82E+01,-1.88E+04,-3.76E-03
2245,2253,5.69E+00,1.17E+04,-0.110493
2245,2406,5.69E+00,8.00E+03,0.0686779
2246,2406,7.22E+00,-8.11E+03,0.0685932
2246,2407,7.22E+00,-9.54E+03,-0.0275682
2247,2407,7.84E+00,-9.80E+03,-0.0275697
2247,2408,7.84E+00,-8.46E+03,0.0697771
2248,2408,1.08E+01,7.30E+03,0.0698608
2248,2405,1.08E+01,1.10E+04,-0.110425
2249,2381,3.82E+01,-1.88E+04,-3.76E-03
2249,2413,3.82E+01,-1.78E+04,-5.71E-03
2250,2413,4.08E+01,-1.15E+04,-5.71E-03
2250,2414,4.08E+01,-9.89E+03,2.86E-03
2251,2414,46.2435,-4.17E+02,2.86E-03
2251,2415,4.62E+01,1.73E+03,-0.0584612
2252,2415,5.58E+01,1.58E+04,-0.0584943
2252,2405,5.58E+01,1.90E+04,0.129564
2269,2277,4.83E+00,6.41E+03,-0.0398332
2269,2430,4.83E+00,4.83E+03,0.0121115
2270,2430,7.13E+00,-4.12E+03,0.0120561
2270,2431,7.13E+00,-5.20E+03,0.0142904
2271,2431,6.76E+00,-5.34E+03,0.0142891
2271,2432,6.76E+00,-4.32E+03,0.0112404
2272,2432,4.01E+00,4.17E+03,0.0112881
2272,2429,4.01E+00,5.65E+03,-0.0338824
2273,2405,-1.17E+01,1.47E+04,0.131995
2273,2437,-1.17E+01,1.16E+04,-0.0591369
2274,2437,-9.04E-01,-2.40E+03,-0.0591008
2274,2438,-9.04E-01,-4.59E+03,3.05E-03
2275,2438,7.19E+00,-1.44E+04,3.04E-03
2275,2439,7.19E+00,-1.60E+04,-5.06E-03
2276,2439,1.41E+01,-2.27E+04,-5.05E-03
2276,2429,1.41E+01,-2.37E+04,-7.14E-03
2293,2301,1.48E+01,7.02E+03,-0.22788
2293,2454,1.48E+01,4.20E+03,0.137382
2294,2454,-2.07E+00,-4.07E+03,0.137291
2294,2455,-2.07E+00,-5.82E+03,-0.0462902
2295,2455,-1.72E+00,-5.91E+03,-0.0462864
2295,2456,-1.72E+00,-4.18E+03,0.128016
2296,2456,1.55E+01,4.01E+03,0.128105
2296,2453,1.55E+01,6.89E+03,-0.219672
2297,2429,2.14E+01,-2.43E+04,-6.83E-04
2297,2461,2.14E+01,-2.35E+04,-4.77E-03
2298,2461,3.04E+01,-1.81E+04,-4.77E-03
2298,2462,3.04E+01,-1.68E+04,-1.97E-03
2299,2462,4.24E+01,-8.36E+03,-1.97E-03
2299,2463,4.24E+01,-6.46E+03,-0.0268426
2300,2463,5.88E+01,6.90E+03,-0.0268574
2300,2453,5.88E+01,9.97E+03,0.0277003
2317,2325,3.34E+00,4.23E+03,0.0403339
2317,2478,3.34E+00,2.30E+03,-0.0128414
2318,2478,4.53E+00,-9.10E+03,-0.0127844
2318,2479,4.53E+00,-1.06E+04,-0.0138374
2319,2479,3.12E+00,-1.40E+04,-0.0138326
2319,2480,3.12E+00,-1.36E+04,-0.0155923
2320,2480,-5.15E-01,-6.87E+03,-0.0156469
2320,2477,-5.15E-01,-5.21E+03,0.0414684
2321,2485,5.59E+01,6.77E+03,0.156731
2321,2486,5.59E+01,4.67E+03,-0.0373604
2322,2486,4.26E+01,-1.34E+03,-0.0373327
2322,2487,4.26E+01,-2.93E+03,0.0197381
2323,2487,3.24E+01,-7.37E+03,0.0197386
2323,2488,3.24E+01,-8.54E+03,2.37E-03
2324,2488,2.45E+01,-1.16E+04,2.38E-03
2324,2477,2.45E+01,-1.23E+04,-0.0201597
2325,2333,7.43E+00,6.11E+03,0.192032
2325,2493,7.43E+00,2.43E+03,-0.122288
2326,2493,-6.41E+00,-7.81E+03,-0.122211
2326,2494,-6.41E+00,-1.01E+04,0.0384864
2327,2494,-6.46E+00,-1.19E+04,0.038482
2327,2495,-6.46E+00,-1.11E+04,-0.11168
2328,2495,9.04E+00,-3.16E+03,-0.111751
2328,2485,9.0373,-15.9893,0.156518
2345,2357,-1.46E+00,9.82E+03,0.112863
2345,2510,-1.46E+00,5.47E+03,-0.0688412
2346,2510,4.31E+00,-1.33E+04,-0.0687508
2346,2511,4.31E+00,-1.49E+04,0.0215365
2347,2511,6.18E+00,-1.83E+04,0.0215223
2347,2512,6.18E+00,-1.78E+04,-0.0458508
2348,2512,1.64E+01,-5.35E+03,-0.0458992
2348,2509,1.64E+01,-1.71E+03,0.0599808
2349,2477,1.82E+01,-1.23E+04,0.0213191
2349,2517,1.82E+01,-1.14E+04,-0.025565
2350,2517,1.32E+01,-8.52E+03,-0.0255556
2350,2518,1.32E+01,-7.14E+03,1.95E-03
2351,2518,9.40E+00,-2.89E+03,1.96E-03
2351,2519,9.40117,-1.11E+03,-0.186287
2352,2519,6.73E+00,4.41E+03,-0.186334
2352,2509,6.73E+00,6.59E+03,0.361657
2369,2381,2.76E+00,4.61E+03,2.14E-14
2369,2534,2.76E+00,2.50E+03,-1.70E-14
2370,2534,5.97E+00,-1.01E+04,-1.77E-14
2370,2535,5.97E+00,-1.17E+04,-1.20E-14
2371,2535,4.34E+00,-1.56E+04,-1.48E-14
2371,2536,4.34E+00,-1.52E+04,-3.10E-14
2372,2536,-9.44E-01,-7.73E+03,-3.09E-14
2372,2533,-9.44E-01,-5.90E+03,-8.13E-15
2373,2509,4.96E+01,8.62E+03,0.421603
2373,2541,4.96E+01,6.46E+03,-0.166619
2374,2541,4.03E+01,864.367,-0.166559
2374,2542,40.3358,-871.271,8.79E-03
2375,2542,3.50E+01,-5.20E+03,8.79E-03
2375,2543,3.50E+01,-6.54E+03,-0.024213
2376,2543,3.26E+01,-9.57E+03,-0.0242107
2376,2533,3.26E+01,-1.04E+04,-4.89E-03
2393,2405,-1.46E+00,9.82E+03,-0.112863
2393,2558,-1.46E+00,5.47E+03,0.0688412
2394,2558,4.31E+00,-1.33E+04,0.0687508
2394,2559,4.31E+00,-1.49E+04,-0.0215365
2395,2559,6.18E+00,-1.83E+04,-0.0215223
2395,2560,6.18E+00,-1.78E+04,0.0458508
2396,2560,1.64E+01,-5.35E+03,0.0458992
2396,2557,1.64E+01,-1.71E+03,-0.0599808
2397,2533,3.26E+01,-1.04E+04,-4.89E-03
2397,2565,3.26E+01,-9.57E+03,-0.0242107
2398,2565,3.50E+01,-6.54E+03,-0.024213
2398,2566,3.50E+01,-5.20E+03,8.79E-03
2399,2566,4.03E+01,-871.271,8.79E-03
2399,2567,4.03E+01,864.367,-0.166559
2400,2567,4.96E+01,6.46E+03,-0.166619
2400,2557,4.96E+01,8.62E+03,0.421603
2417,2429,3.34E+00,4.23E+03,-0.0403339
2417,2582,3.34E+00,2.30E+03,0.0128414
2418,2582,4.53E+00,-9.10E+03,0.0127844
2418,2583,4.53E+00,-1.06E+04,0.0138374
2419,2583,3.12E+00,-1.40E+04,0.0138326
2419,2584,3.12E+00,-1.36E+04,0.0155923
2420,2584,-5.15E-01,-6.87E+03,0.0156469
2420,2581,-5.15E-01,-5.21E+03,-0.0414684
2421,2557,6.73E+00,6.59E+03,0.361657
2421,2589,6.73E+00,4.41E+03,-0.186334
2422,2589,9.40E+00,-1.11E+03,-0.186287
2422,2590,9.40E+00,-2.89E+03,1.96E-03
2423,2590,1.32E+01,-7.14E+03,1.95E-03
2423,2591,1.32E+01,-8.52E+03,-0.0255556
2424,2591,1.82E+01,-1.14E+04,-0.025565
2424,2581,1.82E+01,-1.23E+04,0.0213191
2441,2453,7.43E+00,6.11E+03,-0.192032
2441,2606,7.43E+00,2.43E+03,0.122288
2442,2606,-6.41E+00,-7.81E+03,0.122211
2442,2607,-6.41E+00,-1.01E+04,-0.0384864
2443,2607,-6.46E+00,-1.19E+04,-0.038482
2443,2608,-6.46E+00,-1.11E+04,0.11168
2444,2608,9.04E+00,-3.16E+03,0.111751
2444,2605,9.0373,-15.9893,-0.156518
2445,2581,2.45E+01,-1.23E+04,-0.0201597
2445,2613,2.45E+01,-1.16E+04,2.38E-03
2446,2613,3.24E+01,-8.54E+03,2.37E-03
2446,2614,3.24E+01,-7.37E+03,0.0197386
2447,2614,4.26E+01,-2.93E+03,0.0197381
2447,2615,4.26E+01,-1.34E+03,-0.0373327
2448,2615,5.59E+01,4.67E+03,-0.0373604
2448,2605,5.59E+01,6.77E+03,0.156731
2465,2629,1.51E+02,7.51E+03,-0.426466
2465,2631,1.51E+02,5.34E+03,0.120471
2466,2631,1.16E+02,-853.78,0.120392
2466,2632,1.16E+02,-2.49E+03,-0.0501528
2467,2632,9.10E+01,-7.10E+03,-0.0501545
2467,2633,9.10E+01,-8.31E+03,-2.75E-03
2468,2633,7.25E+01,-1.15E+04,-2.78E-03
2468,2630,7.25E+01,-1.22E+04,0.0405227
2469,2630,-3.61E-01,-5.22E+03,0.0834179
2469,2639,-3.61E-01,-6.88E+03,-0.0292477
2470,2639,1.15E+01,-1.36E+04,-0.0291373
2470,2640,1.15E+01,-1.41E+04,-0.0266439
2471,2640,1.30E+01,-1.08E+04,-0.0266499
2471,2641,1.30E+01,-9.30E+03,-0.0222778
2472,2641,4.31E+00,2.02E+03,-0.0223764
2472,2638,4.31E+00,3.95E+03,0.0684553
2473,2646,1.44E+02,1.11E+04,0.0195892
2473,2647,1.44E+02,7.92E+03,-0.0141651
2474,2647,1.06E+02,-5.80E+03,-0.0141555
2474,2648,1.06E+02,-7.75E+03,-9.30E-05
2475,2648,7.91E+01,-1.64E+04,-9.34E-05
2475,2649,7.91E+01,-1.78E+04,-8.11E-04
2476,2649,6.04E+01,-2.34E+04,-8.08E-04
2476,2638,6.04E+01,-2.42E+04,-5.81E-03
2477,2629,2.81E+01,224.414,0.42669
2477,2654,2.81E+01,-2.96E+03,-0.298178
2478,2654,-1.22E+01,-1.11E+04,-0.29799
2478,2655,-1.22E+01,-1.19E+04,0.104292
2479,2655,-1.14E+01,-1.02E+04,0.104294
2479,2656,-1.14E+01,-7.95E+03,-0.30416
2480,2656,2.58E+01,2.18E+03,-0.304361
2480,2646,2.58E+01,5.79E+03,0.501315
2497,2670,5.17E+01,5.96E+03,0.808362
2497,2671,5.17E+01,3.83E+03,-0.37144
2498,2671,4.93E+01,-1.55E+03,-0.371337
2498,2672,4.93E+01,-3.29E+03,0.0134817
2499,2672,5.23E+01,-7.43E+03,0.0134608
2499,2673,5.23E+01,-8.77E+03,-0.0502401
2500,2673,5.98E+01,-1.15E+04,-0.0502584
2500,2630,5.98E+01,-1.24E+04,0.0429173
2501,2670,3.50E+01,-1.43E+03,0.0353297
2501,2679,3.50E+01,-5.13E+03,-0.0155789
2502,2679,1.39E+01,-1.78E+04,-0.0155403
2502,2680,1.39E+01,-1.83E+04,3.26E-03
2503,2680,1.15E+01,-1.51E+04,3.28E-03
2503,2681,1.15E+01,-1.35E+04,-0.0323153
2504,2681,9.00E+00,5.03E+03,-0.0323659
2504,2678,9.00E+00,9.33E+03,0.0563487
2505,2638,4.77E+01,-2.39E+04,1.61E-03
2505,2686,4.77E+01,-2.29E+04,-2.33E-03
2506,2686,3.88E+01,-1.65E+04,-2.33E-03
2506,2687,3.88E+01,-1.49E+04,-1.58E-03
2507,2687,3.14E+01,-5.37E+03,-1.58E-03
2507,2688,3.14E+01,-3.23E+03,-7.11E-03
2508,2688,2.41E+01,1.04E+04,-7.12E-03
2508,2678,2.41E+01,1.34E+04,0.0108504
2525,2670,6.09E+01,8.24E+03,-0.843607
2525,2703,6.09E+01,6.09E+03,0.371638
2526,2703,4.92E+01,477.839,0.371516
2526,2704,49.2359,-1.26E+03,-9.08E-03
2527,2704,4.30E+01,-5.60E+03,-9.07E-03
2527,2705,4.30E+01,-6.94E+03,0.0525776
2528,2705,4.02E+01,-9.99E+03,0.0525727
2528,2702,4.02E+01,-1.09E+04,0.0139224
2529,2702,-2.13E+00,-5.89E+03,-8.25E-15
2529,2711,-2.13E+00,-7.72E+03,-8.46E-14
2530,2711,4.34E+00,-1.52E+04,-8.47E-14
2530,2712,4.34E+00,-1.57E+04,-3.54E-14
2531,2712,8.56E+00,-1.19E+04,-3.55E-14
2531,2713,8.56E+00,-1.03E+04,-5.64E-14
2532,2713,7.67E+00,2.14E+03,-5.68E-14
2532,2710,7.67E+00,4.24E+03,2.37E-13
2533,2678,5.26E+01,1.84E+04,0.0115253
2533,2718,5.26E+01,1.52E+04,-7.10E-03
2534,2718,4.75E+01,1.15E+03,-7.10E-03
2534,2719,4.75E+01,-989.532,-1.12E-03
2535,2719,4.47E+01,-1.04E+04,-1.12E-03
2535,2720,4.47E+01,-1.20E+04,-1.36E-03
2536,2720,4.33E+01,-1.83E+04,-1.36E-03
2536,2710,4.33E+01,-1.92E+04,-8.17E-04
2553,2734,6.09E+01,8.24E+03,0.843607
2553,2735,6.09E+01,6.09E+03,-0.371638
2554,2735,4.92E+01,477.839,-0.371516
2554,2736,49.2359,-1.26E+03,9.08E-03
2555,2736,4.30E+01,-5.60E+03,9.07E-03
2555,2737,4.30E+01,-6.94E+03,-0.0525776
2556,2737,4.02E+01,-9.99E+03,-0.0525727
2556,2702,4.02E+01,-1.09E+04,-0.0139224
2557,2734,3.50E+01,-1.43E+03,-0.0353297
2557,2743,3.50E+01,-5.13E+03,0.0155789
2558,2743,1.39E+01,-1.78E+04,0.0155403
2558,2744,1.39E+01,-1.83E+04,-3.26E-03
2559,2744,1.15E+01,-1.51E+04,-3.28E-03
2559,2745,1.15E+01,-1.35E+04,0.0323153
2560,2745,9.00E+00,5.03E+03,0.0323659
2560,2742,9.00E+00,9.33E+03,-0.0563487
2561,2710,4.33E+01,-1.92E+04,-8.17E-04
2561,2750,4.33E+01,-1.83E+04,-1.36E-03
2562,2750,4.47E+01,-1.20E+04,-1.36E-03
2562,2751,4.47E+01,-1.04E+04,-1.12E-03
2563,2751,4.75E+01,-989.532,-1.12E-03
2563,2752,4.75E+01,1.15E+03,-7.10E-03
2564,2752,5.26E+01,1.52E+04,-7.10E-03
2564,2742,5.26E+01,1.84E+04,0.0115253
2581,2734,5.17E+01,5.96E+03,-0.808362
2581,2767,5.17E+01,3.83E+03,0.37144
2582,2767,4.93E+01,-1.55E+03,0.371337
2582,2768,4.93E+01,-3.29E+03,-0.0134817
2583,2768,5.23E+01,-7.43E+03,-0.0134608
2583,2769,5.23E+01,-8.77E+03,0.0502401
2584,2769,5.98E+01,-1.15E+04,0.0502584
2584,2766,5.98E+01,-1.24E+04,-0.0429173
2585,2766,-3.61E-01,-5.22E+03,-0.0834179
2585,2775,-3.61E-01,-6.88E+03,0.0292477
2586,2775,1.15E+01,-1.36E+04,0.0291373
2586,2776,1.15E+01,-1.41E+04,0.0266439
2587,2776,1.30E+01,-1.08E+04,0.0266499
2587,2777,1.30E+01,-9.30E+03,0.0222778
2588,2777,4.31E+00,2.02E+03,0.0223764
2588,2774,4.31E+00,3.95E+03,-0.0684553
2589,2742,2.41E+01,1.34E+04,0.0108504
2589,2782,2.41E+01,1.04E+04,-7.12E-03
2590,2782,3.14E+01,-3.23E+03,-7.11E-03
2590,2783,3.14E+01,-5.37E+03,-1.58E-03
2591,2783,3.88E+01,-1.49E+04,-1.58E-03
2591,2784,3.88E+01,-1.65E+04,-2.33E-03
2592,2784,4.77E+01,-2.29E+04,-2.33E-03
2592,2774,4.77E+01,-2.39E+04,1.61E-03
2609,2798,1.51E+02,7.51E+03,0.426466
2609,2799,1.51E+02,5.34E+03,-0.120471
2610,2799,1.16E+02,-853.78,-0.120392
2610,2800,1.16E+02,-2.49E+03,0.0501528
2611,2800,9.10E+01,-7.10E+03,0.0501545
2611,2801,9.10E+01,-8.31E+03,2.75E-03
2612,2801,7.25E+01,-1.15E+04,2.78E-03
2612,2766,7.25E+01,-1.22E+04,-0.0405227
2613,2798,28.0814,224.414,-0.42669
2613,2807,2.81E+01,-2.96E+03,0.298178
2614,2807,-1.22E+01,-1.11E+04,0.29799
2614,2808,-1.22E+01,-1.19E+04,-0.104292
2615,2808,-1.14E+01,-1.02E+04,-0.104294
2615,2809,-1.14E+01,-7.95E+03,0.30416
2616,2809,2.58E+01,2.18E+03,0.304361
2616,2806,2.58E+01,5.79E+03,-0.501315
2617,2774,6.04E+01,-2.42E+04,-5.81E-03
2617,2814,6.04E+01,-2.34E+04,-8.08E-04
2618,2814,7.91E+01,-1.78E+04,-8.11E-04
2618,2815,7.91E+01,-1.64E+04,-9.34E-05
2619,2815,1.06E+02,-7.75E+03,-9.30E-05
2619,2816,1.06E+02,-5.80E+03,-0.0141555
2620,2816,1.44E+02,7.92E+03,-0.0141651
2620,2806,1.44E+02,1.11E+04,0.0195892
2637,2638,3.99E+00,5.38E+03,0.0610391
2637,2831,3.99E+00,3.91E+03,-0.0198648
2638,2831,12.3492,-4.49E+03,-0.0197785
2638,2832,1.23E+01,-5.50E+03,-0.0249123
2639,2832,1.23E+01,-5.22E+03,-0.0249132
2639,2833,1.23E+01,-4.12E+03,-0.0199059
2640,2833,3.77E+00,4.97E+03,-0.0199958
2640,2830,3.77E+00,6.57E+03,0.0634373
2641,2838,1.41E+02,1.07E+04,-3.73E-13
2641,2839,1.41E+02,7.55E+03,-3.80E-13
2642,2839,1.03E+02,-5.83E+03,-3.80E-13
2642,2840,1.03E+02,-7.68E+03,6.33E-14
2643,2840,7.73E+01,-1.61E+04,6.31E-14
2643,2841,7.73E+01,-1.74E+04,3.45E-15
2644,2841,5.91E+01,-2.29E+04,3.08E-15
2644,2830,5.91E+01,-2.36E+04,6.47E-13
2645,2646,2.20E+01,6.61E+03,0.481987
2645,2846,2.20E+01,3.80E+03,-0.300166
2646,2846,-1.09E+01,-4.30E+03,-0.299978
2646,2847,-1.09E+01,-6.02E+03,0.109271
2647,2847,-1.02E+01,-5.83E+03,0.109268
2647,2848,-1.02E+01,-4.03E+03,-0.2954
2648,2848,2.41E+01,4.34E+03,-0.29559
2648,2838,2.41E+01,7.15E+03,0.481279
2665,2678,7.48E+00,1.06E+04,0.0557148
2665,2863,7.48E+00,6.95E+03,-0.032656
2666,2863,9.95E+00,-8.60E+03,-0.0326077
2666,2864,9.95E+00,-9.91E+03,7.80E-03
2667,2864,9.95E+00,-9.51E+03,7.80E-03
2667,2865,9.95E+00,-8.06E+03,-0.030963
2668,2865,7.78E+00,8.14E+03,-0.0310098
2668,2862,7.78E+00,1.19E+04,0.0536254
2669,2830,4.67E+01,-2.33E+04,2.36E-14
2669,2870,4.67E+01,-2.23E+04,1.36E-13
2670,2870,3.81E+01,-1.61E+04,1.36E-13
2670,2871,3.81E+01,-1.45E+04,9.02E-14
2671,2871,3.09E+01,-5.33E+03,9.03E-14
2671,2872,3.09E+01,-3.27E+03,-5.14E-13
2672,2872,2.38E+01,1.00E+04,-5.14E-13
2672,2862,2.38E+01,1.31E+04,9.03E-13
2689,2710,7.96E+00,5.86E+03,8.31E-14
2689,2887,7.96E+00,4.28E+03,-2.26E-15
2690,2887,1.04E+01,-4.84E+03,-2.09E-15
2690,2888,1.04E+01,-5.93E+03,-2.59E-14
2691,2888,1.04E+01,-5.62E+03,-2.58E-14
2691,2889,1.04E+01,-4.42E+03,-7.47E-15
2692,2889,8.02E+00,5.43E+03,-7.46E-15
2692,2886,8.02E+00,7.14E+03,-5.43E-15
2693,2862,5.01E+01,1.78E+04,6.84E-13
2693,2894,5.01E+01,1.47E+04,-5.24E-13
2694,2894,4.52E+01,1.07E+03,-5.20E-13
2694,2895,45.2184,-9.55E+02,5.33E-14
2695,2895,4.24E+01,-9.96E+03,5.32E-14
2695,2896,4.24E+01,-1.15E+04,3.89E-15
2696,2896,4.10E+01,-1.75E+04,3.74E-15
2696,2886,4.10E+01,-1.84E+04,3.38E-13
2713,2742,7.48E+00,1.06E+04,-0.0557148
2713,2911,7.48E+00,6.95E+03,0.032656
2714,2911,9.95E+00,-8.60E+03,0.0326077
2714,2912,9.95E+00,-9.91E+03,-7.80E-03
2715,2912,9.95E+00,-9.51E+03,-7.80E-03
2715,2913,9.95E+00,-8.06E+03,0.030963
2716,2913,7.78E+00,8.14E+03,0.0310098
2716,2910,7.78E+00,1.19E+04,-0.0536254
2717,2886,4.10E+01,-1.84E+04,2.33E-13
2717,2918,4.10E+01,-1.75E+04,-4.24E-14
2718,2918,4.24E+01,-1.15E+04,-4.23E-14
2718,2919,4.24E+01,-9.96E+03,1.27E-13
2719,2919,45.2184,-9.55E+02,1.27E-13
2719,2920,4.52E+01,1.07E+03,-1.54E-12
2720,2920,5.01E+01,1.47E+04,-1.54E-12
2720,2910,5.01E+01,1.78E+04,2.98E-12
2737,2774,3.99E+00,5.38E+03,-0.0610391
2737,2935,3.99E+00,3.91E+03,0.0198648
2738,2935,1.23E+01,-4.49E+03,0.0197785
2738,2936,1.23E+01,-5.50E+03,0.0249123
2739,2936,1.23E+01,-5.22E+03,0.0249132
2739,2937,1.23E+01,-4.12E+03,0.0199059
2740,2937,3.77E+00,4.97E+03,0.0199958
2740,2934,3.77E+00,6.57E+03,-0.0634373
2741,2910,2.38E+01,1.31E+04,3.16E-12
2741,2942,2.38E+01,1.00E+04,-1.52E-12
2742,2942,3.09E+01,-3.27E+03,-1.52E-12
2742,2943,3.09E+01,-5.33E+03,1.49E-13
2743,2943,3.81E+01,-1.45E+04,1.49E-13
2743,2944,3.81E+01,-1.61E+04,5.57E-14
2744,2944,4.67E+01,-2.23E+04,5.59E-14
2744,2934,4.67E+01,-2.33E+04,3.61E-14
2761,2806,2.20E+01,6.61E+03,-0.481987
2761,2959,2.20E+01,3.80E+03,0.300166
