Element,Node,Fx[N],Mx[N.m],My[N.m],Mz[N.m]
2473,2646,323.819,0.703366,2.47E+04,0.0468515
2473,2647,323.819,0.703366,1.76E+04,-0.033222
2474,2647,237.683,-0.887834,-1.34E+04,-0.0331996
2474,2648,237.683,-0.887834,-1.78E+04,-3.54E-04
2475,2648,177.436,0.457629,-3.74E+04,-3.56E-04
2475,2649,177.436,0.457629,-4.06E+04,-1.98E-03
2476,2649,135.574,0.195195,-5.33E+04,-1.97E-03
2476,2638,135.574,0.195195,-5.51E+04,-0.0141467
2477,2629,64.6966,-8.76937,626.79,0.986274
2477,2654,64.6966,-8.76937,-6.91E+03,-0.68925
2478,2654,-28.2194,-2.39804,-2.56E+04,-0.688814
2478,2655,-28.2194,-2.39804,-2.75E+04,0.237752
2479,2655,-26.0186,-1.52382,-2.36E+04,0.237752
2479,2656,-26.0186,-1.52382,-1.83E+04,-0.684615
2480,2656,57.6559,2.6891,5.43E+03,-0.685067
2480,2646,57.6559,2.6891,1.41E+04,1.12555
2497,2670,119.928,-5.92112,1.46E+04,1.81028
2497,2671,119.928,-5.92112,9.50E+03,-0.831276
2498,2671,114.779,3.1418,-3.35E+03,-0.831045
2498,2672,114.779,3.1418,-7.48E+03,0.0309586
2499,2672,121.91,2.66881,-1.73E+04,0.0309112
2499,2673,121.91,2.66881,-2.05E+04,-0.113137
2500,2673,139.505,6.24481,-2.70E+04,-0.113181
2500,2630,139.505,6.24481,-2.90E+04,0.101481
2501,2670,78.0728,-1.01311,-3.15E+03,0.0796914
2501,2679,78.0728,-1.01311,-1.15E+04,-0.0337306
2502,2679,31.262,-0.420142,-3.98E+04,-0.0336422
2502,2680,31.262,-0.420142,-4.08E+04,6.14E-03
2503,2680,26.2288,0.111601,-3.35E+04,6.17E-03
2503,2681,26.2288,0.111601,-3.00E+04,-0.0696934
2504,2681,20.9463,0.618438,1.16E+04,-0.0698023
2504,2678,20.9463,0.618438,2.13E+04,0.120909
2505,2638,107.198,-0.0672142,-5.41E+04,3.57E-03
2505,2686,107.198,-0.0672142,-5.19E+04,-5.91E-03
2506,2686,87.5213,-0.264737,-3.71E+04,-5.91E-03
2506,2687,87.5213,-0.264737,-3.34E+04,-3.84E-03
2507,2687,71.1265,0.88667,-1.16E+04,-3.85E-03
2507,2688,71.1265,0.88667,-6.72E+03,-0.0184376
2508,2688,55.4172,-0.606132,2.44E+04,-0.0184496
2508,2678,55.4172,-0.606132,3.14E+04,0.0284842
2525,2670,139.248,9.32889,1.98E+04,-1.88978
2525,2703,139.248,9.32889,1.46E+04,0.832675
2526,2703,113.128,-1.02875,1.34E+03,0.832401
2526,2704,113.128,-1.02875,-2.78E+03,-0.0205339
2527,2704,99.0069,0.139594,-1.30E+04,-0.02051
2527,2705,99.0069,0.139594,-1.62E+04,0.118282
2528,2705,92.8562,-2.74534,-2.33E+04,0.118271
2528,2702,92.8562,-2.74534,-2.53E+04,0.0296663
2529,2702,-5.05246,-2.11E-11,-1.30E+04,-1.98E-14
2529,2711,-5.05246,-2.11E-11,-1.71E+04,-1.96E-13
2530,2711,9.64309,-4.83E-12,-3.37E+04,-1.96E-13
2530,2712,9.64309,-4.83E-12,-3.48E+04,-8.20E-14
2531,2712,19.4471,4.18E-12,-2.64E+04,-8.23E-14
2531,2713,19.4471,4.18E-12,-2.28E+04,-1.29E-13
2532,2713,17.8486,6.41E-12,4.99E+03,-1.30E-13
2532,2710,17.8486,6.41E-12,9.66E+03,5.48E-13
2533,2678,115.909,0.397673,4.23E+04,0.030011
2533,2718,115.909,0.397673,3.50E+04,-0.0183776
2534,2718,104.972,-1.34475,3.02E+03,-0.0183634
2534,2719,104.972,-1.34475,-1.85E+03,-2.80E-03
2535,2719,98.9168,0.0954728,-2.34E+04,-2.80E-03
2535,2720,98.9168,0.0954728,-2.70E+04,-3.66E-03
2536,2720,95.9611,0.019801,-4.15E+04,-3.65E-03
2536,2710,95.9611,0.019801,-4.36E+04,-2.17E-03
2553,2734,139.248,-9.32889,1.98E+04,1.88978
2553,2735,139.248,-9.32889,1.46E+04,-0.832675
2554,2735,113.128,1.02875,1.34E+03,-0.832401
2554,2736,113.128,1.02875,-2.78E+03,0.0205339
2555,2736,99.0069,-0.139594,-1.30E+04,0.02051
2555,2737,99.0069,-0.139594,-1.62E+04,-0.118282
2556,2737,92.8562,2.74534,-2.33E+04,-0.118271
2556,2702,92.8562,2.74534,-2.53E+04,-0.0296663
2557,2734,78.0728,1.01311,-3.15E+03,-0.0796914
2557,2743,78.0728,1.01311,-1.15E+04,0.0337306
2558,2743,31.262,0.420142,-3.98E+04,0.0336422
2558,2744,31.262,0.420142,-4.08E+04,-6.14E-03
2559,2744,26.2288,-0.111601,-3.35E+04,-6.17E-03
2559,2745,26.2288,-0.111601,-3.00E+04,0.0696934
2560,2745,20.9463,-0.618438,1.16E+04,0.0698023
2560,2742,20.9463,-0.618438,2.13E+04,-0.120909
2561,2710,95.9611,-0.019801,-4.36E+04,-2.17E-03
2561,2750,95.9611,-0.019801,-4.15E+04,-3.65E-03
2562,2750,98.9168,-0.0954728,-2.70E+04,-3.66E-03
2562,2751,98.9168,-0.0954728,-2.34E+04,-2.80E-03
2563,2751,104.972,1.34475,-1.85E+03,-2.80E-03
2563,2752,104.972,1.34475,3.02E+03,-0.0183634
2564,2752,115.909,-0.397673,3.50E+04,-0.0183776
2564,2742,115.909,-0.397673,4.23E+04,0.030011
2581,2734,119.928,5.92112,1.46E+04,-1.81028
2581,2767,119.928,5.92112,9.50E+03,0.831276
2582,2767,114.779,-3.1418,-3.35E+03,0.831045
2582,2768,114.779,-3.1418,-7.48E+03,-0.0309586
2583,2768,121.91,-2.66881,-1.73E+04,-0.0309112
2583,2769,121.91,-2.66881,-2.05E+04,0.113137
2584,2769,139.505,-6.24481,-2.70E+04,0.113181
2584,2766,139.505,-6.24481,-2.90E+04,-0.101481
2585,2766,-0.987421,2.74735,-1.16E+04,-0.192948
2585,2775,-0.987421,2.74735,-1.52E+04,0.0668337
2586,2775,26.3044,1.52493,-3.03E+04,0.0665783
2586,2776,26.3044,1.52493,-3.13E+04,0.0606805
2587,2776,29.7515,0.0258785,-2.38E+04,0.0606924
2587,2777,29.7515,0.0258785,-2.06E+04,0.0507071
2588,2777,9.99784,-0.260924,4.64E+03,0.0509282
2588,2774,9.99784,-0.260924,8.94E+03,-0.153065
2589,2742,55.4172,0.606132,3.14E+04,0.0284842
2589,2782,55.4172,0.606132,2.44E+04,-0.0184496
2590,2782,71.1265,-0.88667,-6.72E+03,-0.0184376
2590,2783,71.1265,-0.88667,-1.16E+04,-3.85E-03
2591,2783,87.5213,0.264737,-3.34E+04,-3.84E-03
2591,2784,87.5213,0.264737,-3.71E+04,-5.91E-03
2592,2784,107.198,0.0672142,-5.19E+04,-5.91E-03
2592,2774,107.198,0.0672142,-5.41E+04,3.57E-03
2609,2798,350.358,-20.6501,1.74E+04,0.985666
2609,2799,350.358,-20.6501,1.23E+04,-0.276285
2610,2799,270.027,-5.46303,-2.21E+03,-0.276102
2610,2800,270.027,-5.46303,-6.09E+03,0.117228
2611,2800,211.54,-5.8015,-1.68E+04,0.117232
2611,2801,211.54,-5.8015,-1.97E+04,7.52E-03
2612,2801,168.802,-2.64069,-2.70E+04,7.58E-03
2612,2766,168.802,-2.64069,-2.87E+04,-0.0915189
2613,2798,64.6966,8.76937,626.79,-0.986274
2613,2807,64.6966,8.76937,-6.91E+03,0.68925
2614,2807,-28.2194,2.39804,-2.56E+04,0.688814
2614,2808,-28.2194,2.39804,-2.75E+04,-0.237752
2615,2808,-26.0186,1.52382,-2.36E+04,-0.237752
2615,2809,-26.0186,1.52382,-1.83E+04,0.684615
2616,2809,57.6559,-2.6891,5.43E+03,0.685067
2616,2806,57.6559,-2.6891,1.41E+04,-1.12555
2617,2774,135.574,-0.195195,-5.51E+04,-0.0141467
2617,2814,135.574,-0.195195,-5.33E+04,-1.97E-03
2618,2814,177.436,-0.457629,-4.06E+04,-1.98E-03
2618,2815,177.436,-0.457629,-3.74E+04,-3.56E-04
2619,2815,237.683,0.887834,-1.78E+04,-3.54E-04
2619,2816,237.683,0.887834,-1.34E+04,-0.0331996
2620,2816,323.819,-0.703366,1.76E+04,-0.033222
2620,2806,323.819,-0.703366,2.47E+04,0.0468515
2637,2638,9.17799,-0.279788,1.22E+04,0.135348
2637,2831,9.17799,-0.279788,8.90E+03,-0.0444544
2638,2831,27.971,-0.23664,-9.71E+03,-0.0442626
2638,2832,27.971,-0.23664,-1.19E+04,-0.0558066
2639,2832,27.7317,0.490443,-1.13E+04,-0.0558089
2639,2833,27.7317,0.490443,-8.90E+03,-0.0444899
2640,2833,8.62599,0.362998,1.13E+04,-0.0446908
2640,2830,8.62599,0.362998,1.48E+04,0.141643
2641,2838,315.855,1.21E-11,2.38E+04,-7.91E-13
2641,2839,315.855,1.21E-11,1.68E+04,-8.96E-13
2642,2839,231.955,8.88E-12,-1.34E+04,-8.97E-13
2642,2840,231.955,8.88E-12,-1.76E+04,1.43E-13
2643,2840,173.296,8.59E-12,-3.66E+04,1.43E-13
2643,2841,173.296,8.59E-12,-3.96E+04,1.18E-14
2644,2841,132.567,4.01E-12,-5.20E+04,1.09E-14
2644,2830,132.567,4.01E-12,-5.37E+04,1.44E-12
2645,2646,48.8601,-3.29682,1.59E+04,1.07935
2645,2846,48.8601,-3.29682,9.12E+03,-0.673237
2646,2846,-24.5592,-0.659028,-9.92E+03,-0.672814
2646,2847,-24.5592,-0.659028,-1.39E+04,0.24498
2647,2847,-22.8703,1.09522,-1.35E+04,0.244973
2647,2848,-22.8703,1.09522,-9.31E+03,-0.662194
2648,2848,53.9321,3.35912,1.03E+04,-0.66262
2648,2838,53.9321,3.35912,1.71E+04,1.07863
2665,2678,17.1307,-0.416338,2.42E+04,0.119497
2665,2863,17.1307,-0.416338,1.59E+04,-0.0700627
2666,2863,22.7867,-0.142918,-1.91E+04,-0.0699585
2666,2864,22.7867,-0.142918,-2.20E+04,0.0160117
2667,2864,22.7679,0.252553,-2.11E+04,0.0160085
2667,2865,22.7679,0.252553,-1.79E+04,-0.0662894
2668,2865,17.9217,0.493529,1.85E+04,-0.0663909
2668,2862,17.9217,0.493529,2.69E+04,0.115268
2669,2830,104.895,-1.11E-12,-5.28E+04,6.21E-14
2669,2870,104.895,-1.11E-12,-5.06E+04,3.04E-13
2670,2870,85.6475,-4.97E-12,-3.62E+04,3.04E-13
2670,2871,85.6475,-4.97E-12,-3.26E+04,2.02E-13
2671,2871,69.7847,-7.28E-12,-1.15E+04,2.02E-13
2671,2872,69.7847,-7.28E-12,-6.82E+03,-1.18E-12
2672,2872,54.3389,-7.61E-12,2.36E+04,-1.18E-12
2672,2862,54.3389,-7.61E-12,3.06E+04,2.05E-12
2689,2710,18.5732,1.09E-12,1.33E+04,1.97E-13
2689,2887,18.5732,1.09E-12,9.78E+03,-6.36E-15
2690,2887,23.8075,-2.07E-12,-1.05E+04,-6.08E-15
2690,2888,23.8075,-2.07E-12,-1.29E+04,-5.93E-14
2691,2888,23.7325,2.78E-12,-1.22E+04,-5.92E-14
2691,2889,23.7325,2.78E-12,-9.57E+03,-1.77E-14
2692,2889,18.6294,3.34E-12,1.23E+04,-1.77E-14
2692,2886,18.6294,3.34E-12,1.61E+04,-1.46E-14
2693,2862,110.151,-6.68E-12,4.10E+04,1.56E-12
2693,2894,110.151,-6.68E-12,3.37E+04,-1.19E-12
2694,2894,99.531,-4.51E-12,2.83E+03,-1.19E-12
2694,2895,99.531,-4.51E-12,-1.78E+03,1.16E-13
2695,2895,93.4009,-3.91E-12,-2.23E+04,1.15E-13
2695,2896,93.4009,-3.91E-12,-2.58E+04,9.61E-15
2696,2896,90.4512,-3.42E-12,-3.97E+04,9.26E-15
2696,2886,90.4512,-3.42E-12,-4.17E+04,7.58E-13
2713,2742,17.1307,0.416338,2.42E+04,-0.119497
2713,2911,17.1307,0.416338,1.59E+04,0.0700627
2714,2911,22.7867,0.142918,-1.91E+04,0.0699585
2714,2912,22.7867,0.142918,-2.20E+04,-0.0160117
2715,2912,22.7679,-0.252553,-2.11E+04,-0.0160085
2715,2913,22.7679,-0.252553,-1.79E+04,0.0662894
2716,2913,17.9217,-0.493529,1.85E+04,0.0663909
2716,2910,17.9217,-0.493529,2.69E+04,-0.115268
2717,2886,90.4512,-2.11E-12,-4.17E+04,5.20E-13
2717,2918,90.4512,-2.11E-12,-3.97E+04,-9.73E-14
2718,2918,93.4009,-3.84E-12,-2.58E+04,-9.73E-14
2718,2919,93.4009,-3.84E-12,-2.23E+04,2.87E-13
2719,2919,99.531,-9.70E-12,-1.78E+03,2.88E-13
2719,2920,99.531,-9.70E-12,2.83E+03,-3.54E-12
2720,2920,110.151,-4.17E-12,3.37E+04,-3.54E-12
2720,2910,110.151,-4.17E-12,4.10E+04,6.85E-12
2737,2774,9.17799,0.279788,1.22E+04,-0.135348
2737,2935,9.17799,0.279788,8.90E+03,0.0444544
2738,2935,27.971,0.23664,-9.71E+03,0.0442626
2738,2936,27.971,0.23664,-1.19E+04,0.0558066
2739,2936,27.7317,-0.490443,-1.13E+04,0.0558089
2739,2937,27.7317,-0.490443,-8.90E+03,0.0444899
2740,2937,8.62599,-0.362998,1.13E+04,0.0446908
2740,2934,8.62599,-0.362998,1.48E+04,-0.141643
2741,2910,54.3389,-2.11E-12,3.06E+04,7.26E-12
2741,2942,54.3389,-2.11E-12,2.36E+04,-3.50E-12
2742,2942,69.7847,-2.38E-12,-6.82E+03,-3.50E-12
2742,2943,69.7847,-2.38E-12,-1.15E+04,3.38E-13
2743,2943,85.6475,-2.35E-12,-3.26E+04,3.37E-13
2743,2944,85.6475,-2.35E-12,-3.62E+04,1.21E-13
2744,2944,104.895,1.43E-12,-5.06E+04,1.21E-13
2744,2934,104.895,1.43E-12,-5.28E+04,9.18E-14
2761,2806,48.8601,3.29682,1.59E+04,-1.07935
2761,2959,48.8601,3.29682,9.12E+03,0.673237
2762,2959,-24.5592,0.659028,-9.92E+03,0.672814
2762,2960,-24.5592,0.659028,-1.39E+04,-0.24498
2763,2960,-22.8703,-1.09522,-1.35E+04,-0.244973
2763,2961,-22.8703,-1.09522,-9.31E+03,0.662194
2764,2961,53.9321,-3.35912,1.03E+04,0.66262
2764,2958,53.9321,-3.35912,1.71E+04,-1.07863
2765,2934,132.567,2.14E-12,-5.37E+04,1.28E-12
2765,2966,132.567,2.14E-12,-5.20E+04,1.32E-13
2766,2966,173.296,2.71E-12,-3.96E+04,1.33E-13
2766,2967,173.296,2.71E-12,-3.66E+04,1.82E-13
2767,2967,231.955,3.20E-12,-1.76E+04,1.82E-13
2767,2968,231.955,3.20E-12,-1.34E+04,2.01E-13
2768,2968,315.855,1.13E-12,1.68E+04,2.03E-13
2768,2958,315.855,1.13E-12,2.38E+04,-1.71E-12
2785,2830,8.62599,-0.362998,1.48E+04,0.141643
2785,2983,8.62599,-0.362998,1.13E+04,-0.0446908
2786,2983,27.7317,-0.490443,-8.90E+03,-0.0444899
2786,2984,27.7317,-0.490443,-1.13E+04,-0.0558089
2787,2984,27.971,0.23664,-1.19E+04,-0.0558066
2787,2985,27.971,0.23664,-9.71E+03,-0.0442626
2788,2985,9.17799,0.279788,8.90E+03,-0.0444544
2788,2982,9.17799,0.279788,1.22E+04,0.135348
2789,2990,323.819,-0.703366,2.47E+04,-0.0468515
2789,2991,323.819,-0.703366,1.76E+04,0.033222
2790,2991,237.683,0.887834,-1.34E+04,0.0331996
2790,2992,237.683,0.887834,-1.78E+04,3.54E-04
2791,2992,177.436,-0.457629,-3.74E+04,3.56E-04
2791,2993,177.436,-0.457629,-4.06E+04,1.98E-03
2792,2993,135.574,-0.195195,-5.33E+04,1.97E-03
2792,2982,135.574,-0.195195,-5.51E+04,0.0141467
2793,2838,53.9321,-3.35912,1.71E+04,1.07863
2793,2998,53.9321,-3.35912,1.03E+04,-0.66262
2794,2998,-22.8703,-1.09522,-9.31E+03,-0.662194
2794,2999,-22.8703,-1.09522,-1.35E+04,0.244973
2795,2999,-24.5592,0.659028,-1.39E+04,0.24498
2795,3000,-24.5592,0.659028,-9.92E+03,-0.672814
2796,3000,48.8601,3.29682,9.12E+03,-0.673237
2796,2990,48.8601,3.29682,1.59E+04,1.07935
2813,2862,17.9217,-0.493529,2.69E+04,0.115268
2813,3015,17.9217,-0.493529,1.85E+04,-0.0663909
2814,3015,22.7679,-0.252553,-1.79E+04,-0.0662894
2814,3016,22.7679,-0.252553,-2.11E+04,0.0160085
2815,3016,22.7867,0.142918,-2.20E+04,0.0160117
2815,3017,22.7867,0.142918,-1.91E+04,-0.0699585
2816,3017,17.1307,0.416338,1.59E+04,-0.0700627
2816,3014,17.1307,0.416338,2.42E+04,0.119497
2817,2982,107.198,0.0672142,-5.41E+04,-3.57E-03
2817,3022,107.198,0.0672142,-5.19E+04,5.91E-03
2818,3022,87.5213,0.264737,-3.71E+04,5.91E-03
2818,3023,87.5213,0.264737,-3.34E+04,3.84E-03
2819,3023,71.1265,-0.88667,-1.16E+04,3.85E-03
2819,3024,71.1265,-0.88667,-6.72E+03,0.0184376
2820,3024,55.4172,0.606132,2.44E+04,0.0184496
2820,3014,55.4172,0.606132,3.14E+04,-0.0284842
2837,2886,18.6294,1.63E-12,1.61E+04,2.23E-13
2837,3039,18.6294,1.63E-12,1.23E+04,-2.02E-14
2838,3039,23.7325,4.02E-12,-9.57E+03,-1.99E-14
2838,3040,23.7325,4.02E-12,-1.22E+04,1.46E-14
2839,3040,23.8075,5.14E-12,-1.29E+04,1.47E-14
2839,3041,23.8075,5.14E-12,-1.05E+04,3.08E-14
2840,3041,18.5732,-4.98E-13,9.78E+03,3.09E-14
2840,3038,18.5732,-4.98E-13,1.33E+04,-1.20E-13
2841,3014,115.909,-0.397673,4.23E+04,-0.030011
2841,3046,115.909,-0.397673,3.50E+04,0.0183776
2842,3046,104.972,1.34475,3.02E+03,0.0183634
2842,3047,104.972,1.34475,-1.85E+03,2.80E-03
2843,3047,98.9168,-0.0954728,-2.34E+04,2.80E-03
2843,3048,98.9168,-0.0954728,-2.70E+04,3.66E-03
2844,3048,95.9611,-0.019801,-4.15E+04,3.65E-03
2844,3038,95.9611,-0.019801,-4.36E+04,2.17E-03
2861,2910,17.9217,0.493529,2.69E+04,-0.115268
2861,3063,17.9217,0.493529,1.85E+04,0.0663909
2862,3063,22.7679,0.252553,-1.79E+04,0.0662894
2862,3064,22.7679,0.252553,-2.11E+04,-0.0160085
2863,3064,22.7867,-0.142918,-2.20E+04,-0.0160117
2863,3065,22.7867,-0.142918,-1.91E+04,0.0699585
2864,3065,17.1307,-0.416338,1.59E+04,0.0700627
2864,3062,17.1307,-0.416338,2.42E+04,-0.119497
2865,3038,95.9611,0.019801,-4.36E+04,2.17E-03
2865,3070,95.9611,0.019801,-4.15E+04,3.65E-03
2866,3070,98.9168,0.0954728,-2.70E+04,3.66E-03
2866,3071,98.9168,0.0954728,-2.34E+04,2.80E-03
2867,3071,104.972,-1.34475,-1.85E+03,2.80E-03
2867,3072,104.972,-1.34475,3.02E+03,0.0183634
2868,3072,115.909,0.397673,3.50E+04,0.0183776
2868,3062,115.909,0.397673,4.23E+04,-0.030011
2885,2934,8.62599,0.362998,1.48E+04,-0.141643
2885,3087,8.62599,0.362998,1.13E+04,0.0446908
2886,3087,27.7317,0.490443,-8.90E+03,0.0444899
2886,3088,27.7317,0.490443,-1.13E+04,0.0558089
2887,3088,27.971,-0.23664,-1.19E+04,0.0558066
2887,3089,27.971,-0.23664,-9.71E+03,0.0442626
2888,3089,9.17799,-0.279788,8.90E+03,0.0444544
2888,3086,9.17799,-0.279788,1.22E+04,-0.135348
2889,3062,55.4172,-0.606132,3.14E+04,-0.0284842
2889,3094,55.4172,-0.606132,2.44E+04,0.0184496
2890,3094,71.1265,0.88667,-6.72E+03,0.0184376
2890,3095,71.1265,0.88667,-1.16E+04,3.85E-03
2891,3095,87.5213,-0.264737,-3.34E+04,3.84E-03
2891,3096,87.5213,-0.264737,-3.71E+04,5.91E-03
2892,3096,107.198,-0.0672142,-5.19E+04,5.91E-03
2892,3086,107.198,-0.0672142,-5.41E+04,-3.57E-03
2909,2958,53.9321,3.35912,1.71E+04,-1.07863
2909,3111,53.9321,3.35912,1.03E+04,0.66262
2910,3111,-22.8703,1.09522,-9.31E+03,0.662194
2910,3112,-22.8703,1.09522,-1.35E+04,-0.244973
2911,3112,-24.5592,-0.659028,-1.39E+04,-0.24498
2911,3113,-24.5592,-0.659028,-9.92E+03,0.672814
2912,3113,48.8601,-3.29682,9.12E+03,0.673237
2912,3110,48.8601,-3.29682,1.59E+04,-1.07935
2913,3086,135.574,0.195195,-5.51E+04,0.0141467
2913,3118,135.574,0.195195,-5.33E+04,1.97E-03
2914,3118,177.436,0.457629,-4.06E+04,1.98E-03
2914,3119,177.436,0.457629,-3.74E+04,3.56E-04
2915,3119,237.683,-0.887834,-1.78E+04,3.54E-04
2915,3120,237.683,-0.887834,-1.34E+04,0.0331996
2916,3120,323.819,0.703366,1.76E+04,0.033222
2916,3110,323.819,0.703366,2.47E+04,-0.0468515
2933,2982,9.99784,-0.260924,8.94E+03,0.153065
2933,3135,9.99784,-0.260924,4.64E+03,-0.0509282
2934,3135,29.7515,0.0258785,-2.06E+04,-0.0507071
2934,3136,29.7515,0.0258785,-2.38E+04,-0.0606924
2935,3136,26.3044,1.52493,-3.13E+04,-0.0606805
2935,3137,26.3044,1.52493,-3.03E+04,-0.0665783
2936,3137,-0.987421,2.74735,-1.52E+04,-0.0668337
2936,3134,-0.987421,2.74735,-1.16E+04,0.192948
2937,3142,350.358,-20.6501,1.74E+04,0.985666
2937,3143,350.358,-20.6501,1.23E+04,-0.276285
2938,3143,270.027,-5.46303,-2.21E+03,-0.276102
2938,3144,270.027,-5.46303,-6.09E+03,0.117228
2939,3144,211.54,-5.8015,-1.68E+04,0.117232
2939,3145,211.54,-5.8015,-1.97E+04,7.52E-03
2940,3145,168.802,-2.64069,-2.70E+04,7.58E-03
2940,3134,168.802,-2.64069,-2.87E+04,-0.0915189
2941,2990,57.6559,-2.6891,1.41E+04,1.12555
2941,3150,57.6559,-2.6891,5.43E+03,-0.685067
2942,3150,-26.0186,1.52382,-1.83E+04,-0.684615
2942,3151,-26.0186,1.52382,-2.36E+04,0.237752
2943,3151,-28.2194,2.39804,-2.75E+04,0.237752
2943,3152,-28.2194,2.39804,-2.56E+04,-0.688814
2944,3152,64.6966,8.76937,-6.91E+03,-0.68925
2944,3142,64.6966,8.76937,626.79,0.986274
2961,3014,20.9463,-0.618438,2.13E+04,0.120909
2961,3167,20.9463,-0.618438,1.16E+04,-0.0698023
2962,3167,26.2288,-0.111601,-3.00E+04,-0.0696934
2962,3168,26.2288,-0.111601,-3.35E+04,6.17E-03
2963,3168,31.262,0.420142,-4.08E+04,6.14E-03
2963,3169,31.262,0.420142,-3.98E+04,-0.0336422
2964,3169,78.0728,1.01311,-1.15E+04,-0.0337306
2964,3166,78.0728,1.01311,-3.15E+03,0.0796914
2965,3134,139.505,-6.24481,-2.90E+04,0.101481
2965,3174,139.505,-6.24481,-2.70E+04,-0.113181
2966,3174,121.91,-2.66881,-2.05E+04,-0.113137
2966,3175,121.91,-2.66881,-1.73E+04,0.0309112
2967,3175,114.779,-3.1418,-7.48E+03,0.0309586
2967,3176,114.779,-3.1418,-3.35E+03,-0.831045
2968,3176,119.928,5.92112,9.50E+03,-0.831276
2968,3166,119.928,5.92112,1.46E+04,1.81028
2985,3038,17.8486,-1.06E-11,9.66E+03,-1.02E-13
2985,3191,17.8486,-1.06E-11,4.99E+03,2.75E-14
2986,3191,19.4471,-6.36E-12,-2.28E+04,2.74E-14
2986,3192,19.4471,-6.36E-12,-2.64E+04,1.69E-14
2987,3192,9.64309,6.81E-12,-3.48E+04,1.70E-14
2987,3193,9.64309,6.81E-12,-3.37E+04,9.00E-15
2988,3193,-5.05246,1.33E-11,-1.71E+04,9.04E-15
2988,3190,-5.05246,1.33E-11,-1.30E+04,-1.69E-14
2989,3166,139.248,-9.32889,1.98E+04,1.88978
2989,3198,139.248,-9.32889,1.46E+04,-0.832675
2990,3198,113.128,1.02875,1.34E+03,-0.832401
2990,3199,113.128,1.02875,-2.78E+03,0.0205339
2991,3199,99.0069,-0.139594,-1.30E+04,0.02051
2991,3200,99.0069,-0.139594,-1.62E+04,-0.118282
2992,3200,92.8562,2.74534,-2.33E+04,-0.118271
2992,3190,92.8562,2.74534,-2.53E+04,-0.0296663
3009,3062,20.9463,0.618438,2.13E+04,-0.120909
3009,3215,20.9463,0.618438,1.16E+04,0.0698023
3010,3215,26.2288,0.111601,-3.00E+04,0.0696934
3010,3216,26.2288,0.111601,-3.35E+04,-6.17E-03
3011,3216,31.262,-0.420142,-4.08E+04,-6.14E-03
3011,3217,31.262,-0.420142,-3.98E+04,0.0336422
3012,3217,78.0728,-1.01311,-1.15E+04,0.0337306
3012,3214,78.0728,-1.01311,-3.15E+03,-0.0796914
3013,3190,92.8562,-2.74534,-2.53E+04,-0.0296663
3013,3222,92.8562,-2.74534,-2.33E+04,-0.118271
3014,3222,99.0069,0.139594,-1.62E+04,-0.118282
3014,3223,99.0069,0.139594,-1.30E+04,0.02051
3015,3223,113.128,-1.02875,-2.78E+03,0.0205339
3015,3224,113.128,-1.02875,1.34E+03,-0.832401
3016,3224,139.248,9.32889,1.46E+04,-0.832675
3016,3214,139.248,9.32889,1.98E+04,1.88978
3033,3086,9.99784,0.260924,8.94E+03,-0.153065
3033,3239,9.99784,0.260924,4.64E+03,0.0509282
3034,3239,29.7515,-0.0258785,-2.06E+04,0.0507071
3034,3240,29.7515,-0.0258785,-2.38E+04,0.0606924
3035,3240,26.3044,-1.52493,-3.13E+04,0.0606805
3035,3241,26.3044,-1.52493,-3.03E+04,0.0665783
3036,3241,-0.987421,-2.74735,-1.52E+04,0.0668337
3036,3238,-0.987421,-2.74735,-1.16E+04,-0.192948
3037,3214,119.928,-5.92112,1.46E+04,1.81028
3037,3246,119.928,-5.92112,9.50E+03,-0.831276
3038,3246,114.779,3.1418,-3.35E+03,-0.831045
3038,3247,114.779,3.1418,-7.48E+03,0.0309586
3039,3247,121.91,2.66881,-1.73E+04,0.0309112
3039,3248,121.91,2.66881,-2.05E+04,-0.113137
3040,3248,139.505,6.24481,-2.70E+04,-0.113181
3040,3238,139.505,6.24481,-2.90E+04,0.101481
3057,3110,57.6559,2.6891,1.41E+04,-1.12555
3057,3263,57.6559,2.6891,5.43E+03,0.685067
3058,3263,-26.0186,-1.52382,-1.83E+04,0.684615
3058,3264,-26.0186,-1.52382,-2.36E+04,-0.237752
3059,3264,-28.2194,-2.39804,-2.75E+04,-0.237752
3059,3265,-28.2194,-2.39804,-2.56E+04,0.688814
3060,3265,64.6966,-8.76937,-6.91E+03,0.68925
3060,3262,64.6966,-8.76937,626.79,-0.986274
3061,3238,168.802,2.64069,-2.87E+04,-0.0915189
3061,3270,168.802,2.64069,-2.70E+04,7.58E-03
3062,3270,211.54,5.8015,-1.97E+04,7.52E-03
3062,3271,211.54,5.8015,-1.68E+04,0.117232
3063,3271,270.027,5.46303,-6.09E+03,0.117228
3063,3272,270.027,5.46303,-2.21E+03,-0.276102
3064,3272,350.358,20.6501,1.23E+04,-0.276285
3064,3262,350.358,20.6501,1.74E+04,0.985666
3081,3286,-2.53E+03,13.9331,7.39E+03,8.94435
3081,3288,-2.53E+03,13.9331,2.68E+03,-4.50192
3082,3288,-1.87E+03,3.50938,-1.02E+04,-4.49984
3082,3289,-1.87E+03,3.50938,-1.37E+04,0.570597
3083,3289,-1.41E+03,5.23999,-2.30E+04,0.570586
3083,3290,-1.41E+03,5.23999,-2.55E+04,-0.36035
